PLAYER_ID,PLAYER_NAME,draft_year,hybrid_archetype_label,macro_archetype,shot_style_subtype,staged_extension_stance,staged_extension_stance_label,staged_band_text,staged_extension_reason,deliverable3_framework_status,forecast_support_status,forecast_outlook_bucket,forecast_confidence_band,forecast_uncertainty_band,comp_support_bucket,scarcity_tier,identity_drift_class,block1_support_note,card_title,card_market_text,card_forecast_text,card_reason_text,card_status_text
2210,Richard Jefferson,2001,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,wait_and_save_flexibility,Wait and save flexibility,"Protected 16.0%, fair 16.1%, walk-away 19.3%; open 16.0%, target 16.0%, hard max 16.1%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,upside_leaning,medium_confidence,medium_uncertainty,moderate,selective_premium,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Richard Jefferson — Wait and save flexibility,"Protected 16.0%, fair 16.1%, walk-away 19.3%. Open at 16.0%, target 16.0%, hard max 16.1%.","Forecast support status: classification_or_truth_only. Outlook upside_leaning, confidence medium_confidence, uncertainty medium_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2211,Troy Murphy,2001,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 6.7%, fair 8.8%, walk-away 10.1%; open 7.5%, target 8.8%, hard max 10.1%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,medium_confidence,medium_uncertainty,strong,selective_premium,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Troy Murphy — Offer now at disciplined price,"Protected 6.7%, fair 8.8%, walk-away 10.1%. Open at 7.5%, target 8.8%, hard max 10.1%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence medium_confidence, uncertainty medium_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2212,Steven Hunter,2001,Low-Usage Interior Bigs | Arc-Heavy Spacers,Low-Usage Interior Bigs,Arc-Heavy Spacers,wait_and_save_flexibility,Wait and save flexibility,"Protected 1.7%, fair 3.6%, walk-away 6.4%; open 1.7%, target 2.7%, hard max 3.6%.","Forecast support leans negative with high_confidence and low_uncertainty, so the stance is pulled one step more cautious inside the existing band rather than discounted beyond it.",forecast_adjusted_supported_subset,test_prediction_available,downside_leaning,high_confidence,low_uncertainty,moderate,replaceable,role_shifting_materially,Forecast-adjustment support available from Block 1 handoff.,Steven Hunter — Wait and save flexibility,"Protected 1.7%, fair 3.6%, walk-away 6.4%. Open at 1.7%, target 2.7%, hard max 3.6%.","Forecast support status: test_prediction_available. Outlook downside_leaning, confidence high_confidence, uncertainty low_uncertainty.","Forecast support leans negative with high_confidence and low_uncertainty, so the stance is pulled one step more cautious inside the existing band rather than discounted beyond it.","Status: forecast_adjusted_supported_subset. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2213,Kirk Haston,2001,Fringe / Low-Opportunity Players | Interior Finishers,Fringe / Low-Opportunity Players,Interior Finishers,avoid_overcommitting,Avoid overcommitting,"Protected N/A, fair N/A, walk-away N/A; open N/A, target N/A, hard max N/A.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,insufficient,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Kirk Haston — Avoid overcommitting,"Protected N/A, fair N/A, walk-away N/A. Open at N/A, target N/A, hard max N/A.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2214,Michael Bradley,2001,Low-Usage Interior Bigs | Arc-Heavy Spacers,Low-Usage Interior Bigs,Arc-Heavy Spacers,avoid_overcommitting,Avoid overcommitting,"Protected 1.5%, fair 2.6%, walk-away 4.0%; open 1.5%, target 1.5%, hard max 2.1%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,weak,replaceable,evolving_gradually,No official Block 1 support merged; remain Block 2-only.,Michael Bradley — Avoid overcommitting,"Protected 1.5%, fair 2.6%, walk-away 4.0%. Open at 1.5%, target 1.5%, hard max 2.1%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2215,Jason Collins,2001,Low-Usage Interior Bigs | Rim Pressure Drivers,Low-Usage Interior Bigs,Rim Pressure Drivers,wait_and_save_flexibility,Wait and save flexibility,"Protected 2.0%, fair 6.6%, walk-away 6.6%; open 2.0%, target 4.3%, hard max 6.6%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,downside_leaning,high_confidence,low_uncertainty,moderate,replaceable,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Jason Collins — Wait and save flexibility,"Protected 2.0%, fair 6.6%, walk-away 6.6%. Open at 2.0%, target 4.3%, hard max 6.6%.","Forecast support status: classification_or_truth_only. Outlook downside_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2216,Zach Randolph,2001,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 16.0%, fair 16.4%, walk-away 23.4%; open 16.2%, target 16.4%, hard max 23.4%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,medium_confidence,medium_uncertainty,strong,selective_premium,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Zach Randolph — Offer now at disciplined price,"Protected 16.0%, fair 16.4%, walk-away 23.4%. Open at 16.2%, target 16.4%, hard max 23.4%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence medium_confidence, uncertainty medium_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2217,Brendan Haywood,2001,Low-Usage Interior Bigs | Arc-Heavy Spacers,Low-Usage Interior Bigs,Arc-Heavy Spacers,wait_and_save_flexibility,Wait and save flexibility,"Protected 5.5%, fair 10.3%, walk-away 15.5%; open 5.5%, target 7.9%, hard max 10.3%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,medium_confidence,medium_uncertainty,moderate,replaceable,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Brendan Haywood — Wait and save flexibility,"Protected 5.5%, fair 10.3%, walk-away 15.5%. Open at 5.5%, target 7.9%, hard max 10.3%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence medium_confidence, uncertainty medium_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2218,Joseph Forte,2001,Fringe / Low-Opportunity Players | Interior Finishers,Fringe / Low-Opportunity Players,Interior Finishers,avoid_overcommitting,Avoid overcommitting,"Protected N/A, fair N/A, walk-away N/A; open N/A, target N/A, hard max N/A.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,insufficient,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Joseph Forte — Avoid overcommitting,"Protected N/A, fair N/A, walk-away N/A. Open at N/A, target N/A, hard max N/A.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2219,Jeryl Sasser,2001,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,avoid_overcommitting,Avoid overcommitting,"Protected 3.9%, fair 4.6%, walk-away 7.2%; open 3.9%, target 3.9%, hard max 4.6%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,moderate,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Jeryl Sasser — Avoid overcommitting,"Protected 3.9%, fair 4.6%, walk-away 7.2%. Open at 3.9%, target 3.9%, hard max 4.6%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2220,Brandon Armstrong,2001,Fringe / Low-Opportunity Players | Midrange Shot Creators,Fringe / Low-Opportunity Players,Midrange Shot Creators,avoid_overcommitting,Avoid overcommitting,"Protected 4.3%, fair 6.9%, walk-away 9.6%; open 4.3%, target 4.3%, hard max 5.6%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,moderate,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Brandon Armstrong — Avoid overcommitting,"Protected 4.3%, fair 6.9%, walk-away 9.6%. Open at 4.3%, target 4.3%, hard max 5.6%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2221,Raul Lopez,2001,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 0.6%, fair 7.1%, walk-away 9.5%; open 3.2%, target 7.1%, hard max 9.5%.","Remain offer_now_disciplined_band: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,strong,replaceable_middle,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Raul Lopez — Offer now at disciplined price,"Protected 0.6%, fair 7.1%, walk-away 9.5%. Open at 3.2%, target 7.1%, hard max 9.5%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain offer_now_disciplined_band: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2222,Gerald Wallace,2001,Low-Usage Interior Bigs | Rim Pressure Drivers,Low-Usage Interior Bigs,Rim Pressure Drivers,wait_and_save_flexibility,Wait and save flexibility,"Protected 3.4%, fair 9.1%, walk-away 11.4%; open 3.4%, target 6.3%, hard max 9.1%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,medium_confidence,medium_uncertainty,moderate,replaceable,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Gerald Wallace — Wait and save flexibility,"Protected 3.4%, fair 9.1%, walk-away 11.4%. Open at 3.4%, target 6.3%, hard max 9.1%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence medium_confidence, uncertainty medium_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2223,Samuel Dalembert,2001,Low-Usage Interior Bigs | Arc-Heavy Spacers,Low-Usage Interior Bigs,Arc-Heavy Spacers,wait_and_save_flexibility,Wait and save flexibility,"Protected 5.3%, fair 8.0%, walk-away 17.3%; open 5.3%, target 6.7%, hard max 8.0%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,low_confidence,high_uncertainty,moderate,replaceable,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Samuel Dalembert — Wait and save flexibility,"Protected 5.3%, fair 8.0%, walk-away 17.3%. Open at 5.3%, target 6.7%, hard max 8.0%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence low_confidence, uncertainty high_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2224,Jamaal Tinsley,2001,High-Usage Primary Creators | Rim Pressure Drivers,High-Usage Primary Creators,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 3.8%, fair 6.0%, walk-away 6.9%; open 4.7%, target 6.0%, hard max 6.9%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,neutral_leaning,high_confidence,low_uncertainty,moderate,scarce,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Jamaal Tinsley — Offer now at disciplined price,"Protected 3.8%, fair 6.0%, walk-away 6.9%. Open at 4.7%, target 6.0%, hard max 6.9%.","Forecast support status: classification_or_truth_only. Outlook neutral_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2225,Tony Parker,2001,High-Usage Primary Creators | Rim Pressure Drivers,High-Usage Primary Creators,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 3.3%, fair 7.7%, walk-away 7.7%; open 5.1%, target 7.7%, hard max 7.7%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,upside_leaning,medium_confidence,medium_uncertainty,strong,scarce,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Tony Parker — Offer now at disciplined price,"Protected 3.3%, fair 7.7%, walk-away 7.7%. Open at 5.1%, target 7.7%, hard max 7.7%.","Forecast support status: classification_or_truth_only. Outlook upside_leaning, confidence medium_confidence, uncertainty medium_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2226,Will Solomon,2001,Perimeter Wings & Connectors | Interior Finishers,Perimeter Wings & Connectors,Interior Finishers,wait_and_save_flexibility,Wait and save flexibility,"Protected 4.8%, fair 4.8%, walk-away 4.8%; open 4.8%, target 4.8%, hard max 4.8%.","Remain wait_and_save_flexibility: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,weak,replaceable_middle,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Will Solomon — Wait and save flexibility,"Protected 4.8%, fair 4.8%, walk-away 4.8%. Open at 4.8%, target 4.8%, hard max 4.8%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain wait_and_save_flexibility: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2228,Alton Ford,2001,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,avoid_overcommitting,Avoid overcommitting,"Protected 1.6%, fair 4.7%, walk-away 8.7%; open 1.6%, target 1.6%, hard max 3.3%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,weak,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Alton Ford — Avoid overcommitting,"Protected 1.6%, fair 4.7%, walk-away 8.7%. Open at 1.6%, target 1.6%, hard max 3.3%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2238,Antonis Fotsis,2001,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,wait_and_save_flexibility,Wait and save flexibility,"Protected 5.5%, fair 5.5%, walk-away 5.5%; open 5.5%, target 5.5%, hard max 5.5%.","Remain wait_and_save_flexibility: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,weak,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Antonis Fotsis — Wait and save flexibility,"Protected 5.5%, fair 5.5%, walk-away 5.5%. Open at 5.5%, target 5.5%, hard max 5.5%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain wait_and_save_flexibility: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2239,Trenton Hassell,2001,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,wait_and_save_flexibility,Wait and save flexibility,"Protected 0.6%, fair 5.5%, walk-away 7.8%; open 0.6%, target 3.1%, hard max 5.5%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,downside_leaning,high_confidence,low_uncertainty,moderate,replaceable_middle,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Trenton Hassell — Wait and save flexibility,"Protected 0.6%, fair 5.5%, walk-away 7.8%. Open at 0.6%, target 3.1%, hard max 5.5%.","Forecast support status: classification_or_truth_only. Outlook downside_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2240,Gilbert Arenas,2001,High-Usage Primary Creators | Rim Pressure Drivers,High-Usage Primary Creators,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 10.0%, fair 12.3%, walk-away 18.0%; open 10.9%, target 12.3%, hard max 18.0%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,upside_leaning,high_confidence,low_uncertainty,strong,scarce,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Gilbert Arenas — Offer now at disciplined price,"Protected 10.0%, fair 12.3%, walk-away 18.0%. Open at 10.9%, target 12.3%, hard max 18.0%.","Forecast support status: classification_or_truth_only. Outlook upside_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2241,Omar Cook,2001,Fringe / Low-Opportunity Players | Interior Finishers,Fringe / Low-Opportunity Players,Interior Finishers,wait_and_save_flexibility,Wait and save flexibility,"Protected 0.2%, fair 0.2%, walk-away 0.2%; open 0.2%, target 0.2%, hard max 0.2%.","Remain wait_and_save_flexibility: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,weak,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Omar Cook — Wait and save flexibility,"Protected 0.2%, fair 0.2%, walk-away 0.2%. Open at 0.2%, target 0.2%, hard max 0.2%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain wait_and_save_flexibility: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2242,Terence Morris,2001,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 6.4%, fair 7.5%, walk-away 8.3%; open 6.8%, target 7.5%, hard max 8.3%.","Remain offer_now_disciplined_band: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,strong,replaceable_middle,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Terence Morris — Offer now at disciplined price,"Protected 6.4%, fair 7.5%, walk-away 8.3%. Open at 6.8%, target 7.5%, hard max 8.3%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain offer_now_disciplined_band: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2243,Brian Scalabrine,2001,Perimeter Wings & Connectors | Rim Pressure Drivers,Perimeter Wings & Connectors,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 1.7%, fair 2.8%, walk-away 4.7%; open 2.1%, target 2.8%, hard max 4.7%.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.",block1_classification_overlay_only,classification_or_truth_only,downside_leaning,high_confidence,low_uncertainty,strong,replaceable_middle,role_shifting_materially,Only class probabilities / truth-side context available from Block 1; stance remains staging-only.,Brian Scalabrine — Offer now at disciplined price,"Protected 1.7%, fair 2.8%, walk-away 4.7%. Open at 2.1%, target 2.8%, hard max 4.7%.","Forecast support status: classification_or_truth_only. Outlook downside_leaning, confidence high_confidence, uncertainty low_uncertainty.","Keep the Block 2 posture: class probabilities are available, but no supported performance forecast is available for this row, so forecast use stays descriptive rather than action-changing.","Status: block1_classification_overlay_only. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2244,Jeff Trepagnier,2001,Fringe / Low-Opportunity Players | Midrange Shot Creators,Fringe / Low-Opportunity Players,Midrange Shot Creators,avoid_overcommitting,Avoid overcommitting,"Protected 1.4%, fair 1.9%, walk-away 2.7%; open 1.4%, target 1.4%, hard max 1.7%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,moderate,highly_replaceable,insufficient_data,No official Block 1 support merged; remain Block 2-only.,Jeff Trepagnier — Avoid overcommitting,"Protected 1.4%, fair 1.9%, walk-away 2.7%. Open at 1.4%, target 1.4%, hard max 1.7%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2245,Damone Brown,2001,Fringe / Low-Opportunity Players | Midrange Shot Creators,Fringe / Low-Opportunity Players,Midrange Shot Creators,avoid_overcommitting,Avoid overcommitting,"Protected 0.5%, fair 2.1%, walk-away 3.6%; open 0.5%, target 0.5%, hard max 1.3%.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.",block2_only_provisional,no_block1_support,mixed_or_unknown,unknown_confidence,unknown_uncertainty,weak,highly_replaceable,role_shifting_materially,No official Block 1 support merged; remain Block 2-only.,Damone Brown — Avoid overcommitting,"Protected 0.5%, fair 2.1%, walk-away 3.6%. Open at 0.5%, target 0.5%, hard max 1.3%.","Forecast support status: no_block1_support. Outlook mixed_or_unknown, confidence unknown_confidence, uncertainty unknown_uncertainty.","Remain avoid_overcommitting: no official Block 1 forecast support was merged, so the stance stays anchored in comp-market evidence only.","Status: block2_only_provisional. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
2246,Mehmet Okur,2001,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,offer_now_disciplined_band,Offer now at disciplined price,"Protected 11.2%, fair 14.0%, walk-away 19.1%; open 12.3%, target 14.0%, hard max 19.1%.","Forecast support is neutral or mixed, so the existing market band is retained without additional premium or discount.",forecast_adjusted_supported_subset,test_prediction_available,neutral_leaning,low_confidence,high_uncertainty,strong,selective_premium,insufficient_data,Forecast-adjustment support available from Block 1 handoff.,Mehmet Okur — Offer now at disciplined price,"Protected 11.2%, fair 14.0%, walk-away 19.1%. Open at 12.3%, target 14.0%, hard max 19.1%.","Forecast support status: test_prediction_available. Outlook neutral_leaning, confidence low_confidence, uncertainty high_uncertainty.","Forecast support is neutral or mixed, so the existing market band is retained without additional premium or discount.","Status: forecast_adjusted_supported_subset. This is a staged decision-support output, not a fully validated final extension recommendation for the whole cohort."
